x1,x2,x3,x4,x5,x6,x7
3.441381825653779e-5,5.467925569712168e-5,7.612888616360289e-5,9.386529787611205e-5,0.00010835394109113277,0.000161056622809889,0.0003614501379693341
5.467925569712168e-5,8.757477848660738e-5,0.00012267598414425143,0.00015185405136097758,0.00017576650212970297,0.00026315488991755825,0.0006155467230047249
7.612888616360289e-5,0.00012267598414425143,0.00017271893143440403,0.00021453988368341174,0.0002489304321984684,0.00037524368139156013,0.0009157230222887903
9.386529787611205e-5,0.00015185405136097758,0.00021453988368341174,0.00026714946528931326,0.00031053537369047426,0.0004705802289858828,0.0011897284979418264
0.00010835394109113277,0.00017576650212970297,0.0002489304321984684,0.00031053537369047426,0.0003614560476944891,0.0005499703364944189,0.0014309320595004933
0.000161056622809889,0.00026315488991755825,0.00037524368139156013,0.0004705802289858828,0.0005499703364944189,0.0008475044611393035,0.002428326462045139
0.0003614501379693341,0.0006155467230047249,0.0009157230222887903,0.0011897284979418264,0.0014309320595004933,0.002428326462045139,0.014379728694106824
1.5884584016458745e-5,2.644641759865343e-5,3.79527522366411e-5,4.764709060431259e-5,5.566194590201543e-5,8.535897559465124e-5,0.00022937535832192257
2.644641759865343e-5,4.454570122077897e-5,6.445967447174747e-5,8.134282778926051e-5,9.535422451965479e-5,0.00014755309559400873,0.0004148632539620187
3.79527522366411e-5,6.445967447174747e-5,9.386571029235806e-5,0.00011893772455227468,0.00013981963470754828,0.00021802406745635323,0.0006390844971511366
4.764709060431259e-5,8.134282778926051e-5,0.00011893772455227468,0.00015113084900370745,0.00017802205994612254,0.0002791822353289054,0.0008469173237221414
5.566194590201543e-5,9.535422451965479e-5,0.00013981963470754828,0.00017802205994612254,0.00021000795345202066,0.0003307852154342131,0.0010323695003549664
8.535897559465124e-5,0.00014755309559400873,0.00021802406745635323,0.0002791822353289054,0.0003307852154342131,0.0005282423694733461,0.0018233398160222973
0.00022937535832192257,0.0004148632539620187,0.0006390844971511366,0.0008469173237221414,0.0010323695003549664,0.0018233398160222973,0.014430108267441254
1.7343930484130298e-5,2.8955111391618595e-5,4.1611164879448316e-5,5.227453655655777e-5,6.1089545935001e-5,9.373817115973914e-5,0.00025036418866488595
2.8955111391618595e-5,4.885142088695457e-5,7.072597306893509e-5,8.925628024880108e-5,0.00010462481042487473,0.00016181239655914452,0.0004493763211831359
4.1611164879448316e-5,7.072597306893509e-5,0.00010296387868542578,0.00013040694024749112,0.00015323798772188618,0.00023858131957621223,0.0006869932985853151
5.227453655655777e-5,8.925628024880108e-5,0.00013040694024749112,0.00016557044011586975,0.00019490001857239419,0.0003049710849761865,0.0009054493744404908
6.1089545935001e-5,0.00010462481042487473,0.00015323798772188618,0.00019490001857239419,0.00022972335522936538,0.00036085549565221853,0.0010993184131714306
9.373817115973914e-5,0.00016181239655914452,0.00023858131957621223,0.0003049710849761865,0.00036085549565221853,0.0005738827887373572,0.001918461812992471
0.00025036418866488595,0.0004493763211831359,0.0006869932985853151,0.0009054493744404908,0.0010993184131714306,0.001918461812992471,0.014084194831997736
2.0525330970722133e-5,3.3865040328790554e-5,4.8307829517646254e-5,6.042518515217781e-5,7.041564825772938e-5,0.0001072688667019356,0.00027520899978011285
3.3865040328790554e-5,5.643742576246523e-5,8.108499292341069e-5,0.00010187529903179234,0.00011907236539029051,0.00018280565718205554,0.0004878569932547639
4.8307829517646254e-5,8.108499292341069e-5,0.00011713261882367364,0.00014769000376377867,0.0001730457289753278,0.0002674511531785623,0.0007408181840900485
6.042518515217781e-5,0.00010187529903179234,0.00014769000376377867,0.000186677615023999,0.0002191135950459211,0.0003403678560719656,0.0009727855603319104
7.041564825772938e-5,0.00011907236539029051,0.0001730457289753278,0.0002191135950459211,0.0002575220763655406,0.00040159356238390106,0.001178099822054544
0.0001072688667019356,0.00018280565718205554,0.0002674511531785623,0.0003403678560719656,0.00040159356238390106,0.0006340539273032474,0.0020397388150852954
0.00027520899978011285,0.0004878569932547639,0.0007408181840900485,0.0009727855603319104,0.001178099822054544,0.0020397388150852954,0.013930975701947148
2.5053376682473423e-5,4.0792757410076286e-5,5.769408011166484e-5,7.178448799390137e-5,8.334803446919253e-5,0.00012565527363135115,0.0002962661515089942
4.0792757410076286e-5,6.714971742189274e-5,9.574407917138673e-5,0.0001197380960046381,0.00013950663226091738,0.00021223475321231744,0.0005247308329736239
5.769408011166484e-5,9.574407917138673e-5,0.0001374024132991977,0.0001725801728272849,0.00020167812080627078,0.0003093430939145052,0.0008009869345646377
7.178448799390137e-5,0.0001197380960046381,0.0001725801728272849,0.000217422268410735,0.00025463525767222955,0.00039299412767316634,0.0010563839100557666
8.334803446919253e-5,0.00013950663226091738,0.00020167812080627078,0.00025463525767222955,0.0002986962037502913,0.00046316210964248615,0.0012825389671471685
0.00012565527363135115,0.00021223475321231744,0.0003093430939145052,0.00039299412767316634,0.00046316210964248615,0.0007285171569644677,0.0022208904785265223
0.0002962661515089942,0.0005247308329736239,0.0008009869345646377,0.0010563839100557666,0.0012825389671471685,0.0022208904785265223,0.012790097936452291
2.8394691905303728e-5,4.604974546642882e-5,6.49399797175566e-5,8.063191727688087e-5,9.347190999336115e-5,0.00014019141149363977,0.00031369898796583534
4.604974546642882e-5,7.558264211367707e-5,0.00010755549072403371,0.00013431148810331872,0.0001563011732968542,0.00023680252314325234,0.0005587827083211321
6.49399797175566e-5,0.00010755549072403371,0.00015418510712404308,0.00019348971673965228,0.00022593687326932167,0.0003454699578242721,0.0008580386092786196
8.063191727688087e-5,0.00013431148810331872,0.00019348971673965228,0.0002436487433207192,0.00028520412371962564,0.00043907668134966196,0.001134809690011695
9.347190999336115e-5,0.0001563011732968542,0.00022593687326932167,0.00028520412371962564,0.00033444033000175924,0.0005174888969110173,0.0013787833521658073
0.00014019141149363977,0.00023680252314325234,0.0003454699578242721,0.00043907668134966196,0.0005174888969110173,0.0008127078706351322,0.002374944250971633
0.00031369898796583534,0.0005587827083211321,0.0008580386092786196,0.001134809690011695,0.0013787833521658073,0.002374944250971633,0.011927879818011734
