"","V1","V2","V3","V4","V5"
"1",0.233018228125113,0.504293180270767,1.11292288059755,1.99978330107373,2.60841300140052
"2",0.273855009571759,0.516901330566696,1.09542003828704,1.98544881939525,2.60162259093171
"3",0.260471893885676,0.537857547114578,1.10277710917832,1.96199608381418,2.53706390148386
"4",0.242017641086459,0.504203418930124,1.09244074101527,2.01681367572049,2.58488286104843
"5",0.230731100650738,0.494423787108724,1.12069391744644,1.9776951484349,2.63692686457986
"6",0.283625575787922,0.53465051068068,1.12146204679362,1.95603845370981,2.60805127161308
"7",0.259347632642391,0.518695265284782,1.11843666577031,1.94510724481793,2.59347632642391
"8",0.231221692252194,0.495009820032867,1.10725880796826,1.95398613170869,2.60531484227825
"9",0.194978633591402,0.487446583978506,1.13737536261651,2.01152956988463,2.66470799241583
"10",0.257032029733334,0.530128561325,1.09559902673833,1.927740223,2.57032029733333
"11",0.238919739712259,0.53518021695546,1.11495878532388,1.99099783093549,2.54847722359743
"12",0.202594195952256,0.474830146763099,1.09527487186688,1.94553738800401,2.5324274494032
"13",0.182775154115145,0.47177860292969,1.09352656308206,2.02771068411502,2.65570736748501
"14",0.231068571672336,0.517593600546033,1.07832000113757,1.96562331635934,2.54791611697363
"15",0.213361177097202,0.502922774586261,1.09728605364275,1.9812109301883,2.59081429332316
"16",0.210555542701127,0.48126981188829,1.08285707674865,1.92507924755316,2.55674587565654
"17",0.194618398233003,0.479060672573546,1.07788651329048,1.97612527436588,2.58992176110073
"18",0.246301295649819,0.516342475217692,1.06829477631247,2.00305270558587,2.67073694078116
"19",0.235634953122239,0.515451459954897,1.07802991053424,1.97462090716436,2.59316265911024
"20",0.23206248133552,0.504735896904755,1.10229678634372,1.97253109135192,2.6107029150246
"21",0.180586077893824,0.44143263485157,1.05270217629376,1.98444034485546,2.59080826418339
"22",0.250382689656146,0.500144537478261,1.0675939737821,1.95367637136038,2.60491123517496
"23",0.22634612168373,0.492689688042154,1.0749593193647,1.93800608540672,2.58401744511972
"24",0.227803738317757,0.486837298215803,1.06200722175021,1.98479184367035,2.6535683942226
"25",0.219477811637389,0.474884141039818,1.0589804411504,1.9753003047365,2.60629901319399
"26",0.262047702620652,0.511811919180961,1.07514623822614,1.96535776965489,2.62465341146704
"27",0.229704100928448,0.499944219667799,1.0809604749574,1.94572885492332,2.59843981371448
"28",0.224821682917684,0.482105109902109,1.05259615661961,1.91492149653118,2.57390561453293
"29",0.20297105817075,0.477578960401765,1.06128657867059,1.92793319881299,2.55114720997283
"30",0.250508978855952,0.494984358895056,1.04207233451591,1.90376194792711,2.53954851548112
"31",0.252042164620005,0.516479845532797,1.04354752789902,1.93679942074799,2.58239922766399
"32",0.234758220079128,0.482065445403685,1.02024432889669,1.83643979201404,2.46031919913436
"33",0.217557074170227,0.476733762529541,1.00896034397786,1.8918006449585,2.49717685134522
"34",0.248526841217476,0.497053682434951,0.994107364869903,1.86395130913107,2.48526841217476
