x1,x2,x3,x4,x5
0.4915541145630844,0.5439846232288281,0.6063407045215095,0.6760527610952083,0.7000472580926106
0.5260576461920322,0.5587926492215083,0.6298781185819128,0.68943121136833,0.7218992861374016
0.5371847715670015,0.5621655341253451,0.6332441265253742,0.6901514884976013,0.7218439580651437
0.4957395326466419,0.5471141047404511,0.6140965314812507,0.6801957625615989,0.7021947234609893
0.48788212107398055,0.5422451751834627,0.6045111429663472,0.6742969264860956,0.6984656548599733
-1.338879818793765,-0.38045466130033195,0.5597029512867435,0.6502039328438413,0.6866093649604238
0.48078032521703085,0.5379839741117924,0.5993161051835331,0.671511463801529,0.6975644204103943
0.4886961008427584,0.5422381119418003,0.6035274079591095,0.6742943628646765,0.6991484501748388
0.49454340888339643,0.54524075773158,0.6069689906868474,0.6763815859244837,0.7002762780963643
0.4953642281929266,0.5457643232804326,0.6080483356737837,0.6770534321657319,0.7006463341163817
0.4945473383904314,0.5454827533126803,0.6081160805292728,0.677110067620487,0.700659977060087
0.49289918323244863,0.5447326744198695,0.6074582080078484,0.676736663623486,0.700433873131703
0.4916621034389081,0.544107435058169,0.6067375684963352,0.6763033126330518,0.7001768680372151
0.49089116641864544,0.543686013823277,0.606162893847995,0.6759520343655347,0.6999777356789451
0.4907324546861408,0.5435738339603007,0.6059222245821302,0.6757994284015717,0.6998960007351036
0.49094082017253704,0.5436613720130523,0.6059437901289947,0.6758094404624848,0.6999075811774752
