x1,x2,x3,x4,x5
0.4915541145630844,0.5439846232288281,0.6063407045215095,0.6760527610952083,0.7000472580926106
0.4904931044582895,0.5441187009027965,0.609275137048031,0.6784334541698888,0.701780550671735
0.49134528737578287,0.54391501955617,0.6064161982654549,0.6759259132762334,0.699810192177593
0.48596780878248025,0.5409601377815785,0.6027827789675697,0.673756126024307,0.6986934441079421
0.48798600397889397,0.5421400007233204,0.6045064505007891,0.6751285354959988,0.6996629627378362
0.4912424816744383,0.5438797924724448,0.6065928001790809,0.6764053046839327,0.7003852985462148
0.4925049790517053,0.5444820742485066,0.6070934246619193,0.6765683264162247,0.7003830539431434
0.49228653607881034,0.5443447105102631,0.6067433338788588,0.6762714298628372,0.7001546024732843
0.491781438552005,0.5440862102916125,0.6063859477938239,0.676043479982356,0.700017836395336
0.4914957004791658,0.5439482129003023,0.6062530355298958,0.6759828683480635,0.6999971990175452
0.4914446898634302,0.5439286817744986,0.6062683298932261,0.6760094834307344,0.7000235432797837
0.4914987346897038,0.5439584517369793,0.6063200470839174,0.6760461208204214,0.7000474711280887
0.4915535101140256,0.5439857560356004,0.6063510657737013,0.6760628480042372,0.7000554323254641
0.4915730650160619,0.5439945663405823,0.6063551482652534,0.6760621419997555,0.70005292439539
0.49156751921132924,0.5439911614603838,0.6063472092114428,0.6760558346189287,0.7000484008417565
0.49155684139091604,0.5439857137742687,0.6063402297118875,0.6760516554831456,0.7000460952730392
